,Feature name,Source,Unique count,Min,Max,Notes
6,Mean (°F),climatestotravel_berlin_average_temperaturess,12,32.9,66.2,"{'smaple_values': [35.6, 47.3, 62.6, 40.1, 57.2], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
64,sqrt_calculated_host_listings_count,flat_file_after_feature_enrichment,23,1.0,6.708203932499369,"{'smaple_values': [4.0, 6.557438524302, 3.605551275463989, 1.0, 4.123105625617661], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
65,sigmoid_calculated_host_listings_count,flat_file_after_feature_enrichment,22,0.7310585786300049,1.0,"{'smaple_values': [0.9999546021312976, 0.9999999847700204, 0.999997739675702, 0.9999999999999064, 0.8807970779778823], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
66,sqrt_guests_included,flat_file_after_feature_enrichment,15,1.0,4.0,"{'smaple_values': [2.6457513110645907, 2.8284271247461903, 2.0, 3.1622776601683795, 3.605551275463989], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
67,kmean_cluster_availability,flat_file_after_feature_enrichment,3,0,2,"{'smaple_values': [1, 2, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
68,availability_60_minus_availability_90,flat_file_after_feature_enrichment,31,-30.0,0.0,"{'smaple_values': [-20.0, -16.0, -11.0, -17.0, -24.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
69,availability_60_div_availability_90,flat_file_after_feature_enrichment,743,0.0,1.0,"{'smaple_values': [0.1470588235294117, 0.660377358490566, 0.3658536585365853, 0.6447368421052632, 0.4857142857142857], 'sum_of_na': 82082, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
70,availability_30_minus_availability_60,flat_file_after_feature_enrichment,31,-30.0,0.0,"{'smaple_values': [-3.0, -23.0, -17.0, -12.0, -4.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
71,availability_30_div_availability_60,flat_file_after_feature_enrichment,517,0.0,1.0,"{'smaple_values': [0.1818181818181818, 0.8421052631578947, 0.6944444444444444, 0.8260869565217391, 0.4130434782608695], 'sum_of_na': 87997, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
72,availability_365_minus_availability_90,flat_file_after_feature_enrichment,275,0.0,275.0,"{'smaple_values': [15.0, 92.0, 80.0, 91.0, 253.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
73,availability_365_div_availability_90,flat_file_after_feature_enrichment,2443,1.0,inf,"{'smaple_values': [5.909090909090909, 6.934782608695652, 1.4339622641509433, 4.716216216216216, 2.236842105263158], 'sum_of_na': 75516, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
74,availability_30_minus_availability_90,flat_file_after_feature_enrichment,61,-60.0,0.0,"{'smaple_values': [-32.0, -48.0, -41.0, -43.0, -36.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
75,availability_30_div_availability_90,flat_file_after_feature_enrichment,929,0.0,1.0,"{'smaple_values': [0.2407407407407407, 0.5294117647058824, 0.1698113207547169, 0.1016949152542373, 0.5185185185185185], 'sum_of_na': 82082, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
76,availability_365_minus_availability_60,flat_file_after_feature_enrichment,305,0.0,305.0,"{'smaple_values': [252.0, 100.0, 192.0, 77.0, 38.0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
77,availability_365_div_availability_60,flat_file_after_feature_enrichment,2715,1.0,inf,"{'smaple_values': [1.1428571428571428, 148.5, 32.166666666666664, 1.4444444444444444, 19.727272727272727], 'sum_of_na': 75516, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
78,target_num_of_day_in_period_minus_num_of_day_in_previous_period,flat_file_after_feature_enrichment,14,-169,5,"{'smaple_values': [-20, -81, -83, -114, -165], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
79,target_num_of_day_in_period_div_num_of_day_in_previous_period,flat_file_after_feature_enrichment,14,0.3670411985018726,1.0595238095238095,"{'smaple_values': [0.3898305084745763, 0.4466019417475728, 1.0348837209302326, 0.5317919075144508, 0.8214285714285714], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
80,occupancy_last_period_minus_availability_60,flat_file_after_feature_enrichment,4392,-60.0,1.0,"{'smaple_values': [-5.8, -40.53, -32.71, -20.61, -35.59], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
81,occupancy_last_period_div_availability_60,flat_file_after_feature_enrichment,2978,0.0,inf,"{'smaple_values': [0.0148484848484848, 0.0246428571428571, 0.0683333333333333, 0.0269230769230769, 0.0376923076923076], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
82,occupancy_last_period_minus_availability_365,flat_file_after_feature_enrichment,10785,-365.0,1.0,"{'smaple_values': [-73.11, -183.23, -152.81, -118.58, -123.1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
83,occupancy_last_period_div_availability_365,flat_file_after_feature_enrichment,9067,0.0,inf,"{'smaple_values': [0.0016017316017316, 0.0045930232558139, 0.0035064935064935, 0.0012140575079872, 0.0015112540192926], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
84,occupancy_last_period_minus_availability_90,flat_file_after_feature_enrichment,4807,-90.0,1.0,"{'smaple_values': [-28.21, -63.46, -50.38, -29.17, -58.7], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
85,occupancy_last_period_div_availability_90,flat_file_after_feature_enrichment,3639,0.0,inf,"{'smaple_values': [0.0110294117647058, 0.020625, 0.0009333333333333, 0.0447058823529411, 0.088], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
86,room_type_Private room_host_response_time_within an hour,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
87,room_type_Private room_host_response_time_within a few hours,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
88,room_type_Private room_host_response_time_missing_host_response_time,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
89,room_type_Private room_host_response_time_within a day,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
90,room_type_Private room_host_response_time_a few days or more,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
91,room_type_Entire home/apt_host_response_time_within an hour,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
92,room_type_Entire home/apt_host_response_time_within a few hours,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
93,room_type_Entire home/apt_host_response_time_missing_host_response_time,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
94,room_type_Entire home/apt_host_response_time_within a day,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
95,room_type_Entire home/apt_host_response_time_a few days or more,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
96,room_type_Shared room_host_response_time_within an hour,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
97,room_type_Shared room_host_response_time_missing_host_response_time,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
98,room_type_Shared room_host_response_time_within a day,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
99,room_type_Shared room_host_response_time_a few days or more,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
100,room_type_Private room_host_is_superhost_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
101,room_type_Private room_host_is_superhost_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
102,room_type_Private room_host_is_superhost_missing_host_is_superhost,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
103,room_type_Entire home/apt_host_is_superhost_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
104,room_type_Entire home/apt_host_is_superhost_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
105,room_type_Entire home/apt_host_is_superhost_missing_host_is_superhost,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
106,room_type_Shared room_host_is_superhost_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
107,room_type_Shared room_host_is_superhost_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
108,room_type_Private room_host_has_profile_pic_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
109,room_type_Private room_host_has_profile_pic_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
110,room_type_Private room_host_has_profile_pic_missing_host_has_profile_pic,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
111,room_type_Entire home/apt_host_has_profile_pic_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
112,room_type_Entire home/apt_host_has_profile_pic_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
113,room_type_Entire home/apt_host_has_profile_pic_missing_host_has_profile_pic,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
114,room_type_Shared room_host_has_profile_pic_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
115,room_type_Private room_host_identity_verified_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
116,room_type_Private room_host_identity_verified_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
117,room_type_Private room_host_identity_verified_missing_host_identity_verified,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
118,room_type_Entire home/apt_host_identity_verified_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
119,room_type_Entire home/apt_host_identity_verified_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
120,room_type_Entire home/apt_host_identity_verified_missing_host_identity_verified,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
121,room_type_Shared room_host_identity_verified_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
122,room_type_Shared room_host_identity_verified_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
123,room_type_Private room_bed_type_Real Bed,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
124,room_type_Private room_bed_type_Pull-out Sofa,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
125,room_type_Private room_bed_type_Futon,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
126,room_type_Entire home/apt_bed_type_Real Bed,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
127,room_type_Entire home/apt_bed_type_Couch,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
128,room_type_Entire home/apt_bed_type_Futon,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
129,room_type_Entire home/apt_bed_type_Airbed,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
130,room_type_Shared room_bed_type_Real Bed,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
131,room_type_Shared room_bed_type_Couch,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
132,room_type_Private room_instant_bookable_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
133,room_type_Private room_instant_bookable_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
134,room_type_Entire home/apt_instant_bookable_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
135,room_type_Entire home/apt_instant_bookable_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
136,room_type_Shared room_instant_bookable_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
137,room_type_Shared room_instant_bookable_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
138,room_type_Private room_require_guest_profile_picture_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
139,room_type_Private room_require_guest_profile_picture_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
140,room_type_Entire home/apt_require_guest_profile_picture_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
141,room_type_Entire home/apt_require_guest_profile_picture_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
142,room_type_Shared room_require_guest_profile_picture_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
143,room_type_Private room_require_guest_phone_verification_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
144,room_type_Private room_require_guest_phone_verification_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
145,room_type_Entire home/apt_require_guest_phone_verification_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
146,room_type_Entire home/apt_require_guest_phone_verification_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
147,room_type_Shared room_require_guest_phone_verification_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
148,room_type_Private room_cancellation_policy_moderate,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
149,room_type_Private room_cancellation_policy_strict_14_with_grace_period,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
150,room_type_Private room_cancellation_policy_flexible,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
151,room_type_Entire home/apt_cancellation_policy_moderate,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
152,room_type_Entire home/apt_cancellation_policy_strict_14_with_grace_period,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
153,room_type_Entire home/apt_cancellation_policy_flexible,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
154,room_type_Entire home/apt_cancellation_policy_super_strict_30,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
155,room_type_Entire home/apt_cancellation_policy_super_strict_60,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
156,room_type_Shared room_cancellation_policy_moderate,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
157,room_type_Shared room_cancellation_policy_strict_14_with_grace_period,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
158,room_type_Shared room_cancellation_policy_flexible,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
159,room_type_Private room_concat_comments_sentiment_positive_sentiment,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
160,room_type_Private room_concat_comments_sentiment_neutral_sentiment,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
161,room_type_Private room_concat_comments_sentiment_missing_concat_comments_sentiment,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
162,room_type_Private room_concat_comments_sentiment_negative_sentiment,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
163,room_type_Entire home/apt_concat_comments_sentiment_positive_sentiment,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
164,room_type_Entire home/apt_concat_comments_sentiment_neutral_sentiment,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
165,room_type_Shared room_concat_comments_sentiment_positive_sentiment,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
166,room_type_Shared room_concat_comments_sentiment_neutral_sentiment,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
167,room_type_Shared room_concat_comments_sentiment_missing_concat_comments_sentiment,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
168,host_response_time_within an hour_host_is_superhost_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
169,host_response_time_within an hour_host_is_superhost_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
170,host_response_time_within a few hours_host_is_superhost_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
171,host_response_time_within a few hours_host_is_superhost_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
172,host_response_time_missing_host_response_time_host_is_superhost_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
173,host_response_time_missing_host_response_time_host_is_superhost_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
174,host_response_time_missing_host_response_time_host_is_superhost_missing_host_is_superhost,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
175,host_response_time_within a day_host_is_superhost_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
176,host_response_time_within a day_host_is_superhost_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
177,host_response_time_a few days or more_host_is_superhost_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
178,host_response_time_within an hour_host_has_profile_pic_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
179,host_response_time_within an hour_host_has_profile_pic_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
180,host_response_time_within a few hours_host_has_profile_pic_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
181,host_response_time_missing_host_response_time_host_has_profile_pic_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
182,host_response_time_missing_host_response_time_host_has_profile_pic_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
183,host_response_time_missing_host_response_time_host_has_profile_pic_missing_host_has_profile_pic,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
184,host_response_time_within a day_host_has_profile_pic_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
185,host_response_time_within a day_host_has_profile_pic_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
186,host_response_time_a few days or more_host_has_profile_pic_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
187,host_response_time_a few days or more_host_has_profile_pic_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
188,host_response_time_within an hour_host_identity_verified_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
189,host_response_time_within an hour_host_identity_verified_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
190,host_response_time_within a few hours_host_identity_verified_t,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [1, 0], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
191,host_response_time_within a few hours_host_identity_verified_f,flat_file_after_feature_enrichment,2,0,1,"{'smaple_values': [0, 1], 'sum_of_na': 0, 'is_numeric': True, 'is_string': False, 'is_datetime': False}"
