,var1,var2,target,correlation_between_vars,pvalue_between_vars,correlation_var1_target,pvalue_var1_target,correlation_var2_target,pvalue_var2_target
488,host_total_listings_count,weekly_price,booked_up_target,0.07860938587832896,1.5637248200459567e-36,-0.2675121518317726,0.0,-0.18314289538626416,3.6048812875063117e-193
318,DaysPassed_last_review,maximum_nights,booked_up_target,0.07747729741659536,6.764919571195152e-173,0.32440865324759716,0.0,-0.071078975527342,6.683007734092576e-176
281,number_of_reviews,security_deposit,booked_up_target,0.07685412733444164,2.2066133392589e-205,-0.2729557845542424,0.0,-0.12932632736775485,0.0
482,host_response_rate,num_of_booked_days_in_previous_period,booked_up_target,0.07683474039607739,4.8738210176659895e-89,0.05687099554886183,1.5078495060686141e-49,0.6210093570040095,0.0
429,DaysPassed_host_since,host_total_listings_count,booked_up_target,0.07609286860459022,3.912731923944705e-201,-0.07963508153886854,3.716141030266451e-220,-0.2675121518317726,0.0
244,minimum_nights,square_feet,booked_up_target,0.07553511858052384,2.390887677448649e-05,-0.01939781383557405,1.2798160805315371e-14,0.03708732291931967,0.038253134916969994
197,longitude,num_of_booked_days_in_previous_period,booked_up_target,0.07509916803131593,3.532982758169639e-196,0.09057324079234452,9.441376768393284e-285,0.6210093570040095,0.0
859,review_scores_location,concat_comments_subjectivity,booked_up_target,0.07464920486596544,2.0915823292267954e-103,0.0325555520224436,4.227559708986262e-31,0.07094443584457692,1.922848046607934e-95
7,target_avg_dollar_price_in_period,reviews_per_month,booked_up_target,0.0739812866940578,6.932330882536614e-48,,,-0.2668351808338874,0.0
793,availability_90,review_scores_cleanliness,booked_up_target,0.07345898278338435,1.9171228615924293e-151,-0.5596518136286611,0.0,-0.03818798720697684,3.342329599585784e-42
485,host_total_listings_count,bathrooms,booked_up_target,0.07340462105496107,5.116930161080391e-187,-0.2675121518317726,0.0,-0.028514003251293062,1.0051441188790907e-29
242,minimum_nights,bedrooms,booked_up_target,0.07332352832039596,6.171081200106033e-187,-0.01939781383557405,1.2798160805315371e-14,-0.07061960733809783,1.6117754842671819e-173
2,target_avg_dollar_price_in_period,latitude,booked_up_target,0.07323351623044627,2.697945725840316e-53,,,-0.02730292737089639,1.9950442431905413e-27
372,calculated_host_listings_count,bathrooms,booked_up_target,0.07228570051544204,1.293607445818399e-181,-0.26858612155055434,0.0,-0.028514003251293062,1.0051441188790907e-29
473,host_response_rate,review_scores_rating,booked_up_target,0.07195667235468424,4.177247366882687e-70,0.05687099554886183,1.5078495060686141e-49,0.10938167860611937,0.0
463,host_response_rate,weekly_price,booked_up_target,0.07073842976475182,1.3379625173025887e-12,0.05687099554886183,1.5078495060686141e-49,-0.18314289538626416,3.6048812875063117e-193
357,reviews_per_month,review_scores_cleanliness,booked_up_target,0.07041756020595465,2.6917750974950605e-139,-0.2668351808338874,0.0,-0.03818798720697684,3.342329599585784e-42
718,guests_included,maximum_nights,booked_up_target,0.06945946965565448,4.739610850149408e-168,-0.13652558379294602,0.0,-0.071078975527342,6.683007734092576e-176
196,longitude,target_num_of_booked_days,booked_up_target,0.06918509750841542,9.721771517624708e-167,0.09057324079234452,9.441376768393284e-285,0.8003208263860638,0.0
772,availability_30,size,booked_up_target,0.06892765617987909,5.910198890323053e-80,-0.42164402061973216,0.0,-0.10974459044601913,2.1892161157596222e-200
114,avg_dollar_price_in_previous_period,review_scores_cleanliness,booked_up_target,0.06883242182770799,4.909780552540192e-72,-0.12045325898102326,7.034347248564516e-251,-0.03818798720697684,3.342329599585784e-42
433,DaysPassed_host_since,bedrooms,booked_up_target,0.06857200654045055,1.6451260395346704e-163,-0.07963508153886854,3.716141030266451e-220,-0.07061960733809783,1.6117754842671819e-173
547,accommodates,maximum_nights,booked_up_target,0.06834426839356486,9.459951660540094e-163,-0.13816239372347494,0.0,-0.071078975527342,6.683007734092576e-176
872,concat_comments_polarity,target_num_of_booked_days,booked_up_target,0.06827901146499024,1.5690672065861605e-88,0.07982707713741456,2.124127262894911e-120,0.8003208263860638,0.0
638,square_feet,maximum_nights,booked_up_target,0.06822026417278784,0.00013633972653130327,0.03708732291931967,0.038253134916969994,-0.071078975527342,6.683007734092576e-176
781,availability_60,review_scores_cleanliness,booked_up_target,0.06752706479680483,3.1294635400742877e-128,-0.4970063557162694,0.0,-0.03818798720697684,3.342329599585784e-42
431,DaysPassed_host_since,accommodates,booked_up_target,0.06733747823793988,7.353315195948446e-158,-0.07963508153886854,3.716141030266451e-220,-0.13816239372347494,0.0
619,beds,DaysPassed_first_review,booked_up_target,0.06691488010814811,3.309546757158444e-129,-0.15576478758208406,0.0,-0.10428161991573853,0.0
93,avg_dollar_price_in_previous_period,DaysPassed_host_since,booked_up_target,0.06665266781145919,8.399908887327927e-78,-0.12045325898102326,7.034347248564516e-251,-0.07963508153886854,3.716141030266451e-220
125,latitude,price,booked_up_target,0.06633866173802512,1.952259782076436e-153,-0.02730292737089639,1.9950442431905413e-27,-0.2053554322527973,0.0
641,square_feet,review_scores_rating,booked_up_target,0.06570032095603336,0.00035838862406621956,0.03708732291931967,0.038253134916969994,0.10938167860611937,0.0
692,security_deposit,review_scores_cleanliness,booked_up_target,0.06520047570709185,1.1571175295956574e-119,-0.12932632736775485,0.0,-0.03818798720697684,3.342329599585784e-42
263,minimum_nights,size,booked_up_target,0.06493881830428135,3.679233194673395e-71,-0.01939781383557405,1.2798160805315371e-14,-0.10974459044601913,2.1892161157596222e-200
376,calculated_host_listings_count,weekly_price,booked_up_target,0.06461513788324957,2.980729103398941e-25,-0.26858612155055434,0.0,-0.18314289538626416,3.6048812875063117e-193
112,avg_dollar_price_in_previous_period,DaysPassed_first_review,booked_up_target,0.06461165185811969,1.1610583228251847e-64,-0.12045325898102326,7.034347248564516e-251,-0.10428161991573853,0.0
420,availability_365,review_scores_cleanliness,booked_up_target,0.06445449849219821,5.57959949290083e-117,-0.7883671841456359,0.0,-0.03818798720697684,3.342329599585784e-42
342,reviews_per_month,beds,booked_up_target,0.06351721088430186,1.371743204303678e-116,-0.2668351808338874,0.0,-0.15576478758208406,0.0
94,avg_dollar_price_in_previous_period,host_response_rate,booked_up_target,0.06351226044153223,4.862233101949976e-49,-0.12045325898102326,7.034347248564516e-251,0.05687099554886183,1.5078495060686141e-49
373,calculated_host_listings_count,bedrooms,booked_up_target,0.0632812586657419,1.1565324646725174e-139,-0.26858612155055434,0.0,-0.07061960733809783,1.6117754842671819e-173
367,calculated_host_listings_count,DaysPassed_host_since,booked_up_target,0.062250348935340566,3.69568577056086e-135,-0.26858612155055434,0.0,-0.07963508153886854,3.716141030266451e-220
479,host_response_rate,review_scores_value,booked_up_target,0.06174716938615024,4.854474291749364e-52,0.05687099554886183,1.5078495060686141e-49,0.1259661355614989,0.0
481,host_response_rate,target_num_of_booked_days,booked_up_target,0.061513533151323824,1.118868168424484e-57,0.05687099554886183,1.5078495060686141e-49,0.8003208263860638,0.0
874,concat_comments_subjectivity,target_num_of_booked_days,booked_up_target,0.0614322061887112,5.402599922684194e-72,0.07094443584457692,1.922848046607934e-95,0.8003208263860638,0.0
405,availability_365,bedrooms,booked_up_target,0.06106437212504394,3.606945534804364e-130,-0.7883671841456359,0.0,-0.07061960733809783,1.6117754842671819e-173
551,accommodates,DaysPassed_first_review,booked_up_target,0.06100201355248522,8.68590234625973e-108,-0.13816239372347494,0.0,-0.10428161991573853,0.0
194,longitude,concat_comments_polarity,booked_up_target,0.060975275951848214,5.941990000166149e-71,0.09057324079234452,9.441376768393284e-285,0.07982707713741456,2.124127262894911e-120
164,longitude,DaysPassed_last_review,booked_up_target,0.060930551725826274,1.4226711283720036e-107,0.09057324079234452,9.441376768393284e-285,0.32440865324759716,0.0
768,availability_30,review_scores_cleanliness,booked_up_target,0.06027799449706025,1.5722568815535583e-102,-0.42164402061973216,0.0,-0.03818798720697684,3.342329599585784e-42
79,occupancy_last_period,concat_comments_polarity,booked_up_target,0.059872959660374356,1.7948918091969084e-68,0.6967989683315049,0.0,0.07982707713741456,2.124127262894911e-120
223,price,DaysPassed_first_review,booked_up_target,0.05779175582395685,6.372674350305804e-97,-0.2053554322527973,0.0,-0.10428161991573853,0.0
486,host_total_listings_count,bedrooms,booked_up_target,0.05777177200263315,1.455845654654745e-116,-0.2675121518317726,0.0,-0.07061960733809783,1.6117754842671819e-173
873,concat_comments_polarity,num_of_booked_days_in_previous_period,booked_up_target,0.057122978296281976,1.7535088937904783e-62,0.07982707713741456,2.124127262894911e-120,0.6210093570040095,0.0
88,avg_dollar_price_in_previous_period,minimum_nights,booked_up_target,0.05609953885993032,1.2700787312438471e-55,-0.12045325898102326,7.034347248564516e-251,-0.01939781383557405,1.2798160805315371e-14
71,occupancy_last_period,DaysPassed_first_review,booked_up_target,0.055563630889929265,9.992312947078397e-90,0.6967989683315049,0.0,-0.10428161991573853,0.0
442,DaysPassed_host_since,maximum_nights,booked_up_target,0.05475735779070466,5.572091816331508e-105,-0.07963508153886854,3.716141030266451e-220,-0.071078975527342,6.683007734092576e-176
831,review_scores_accuracy,target_num_of_booked_days,booked_up_target,0.05378428897584088,5.622469638762808e-82,0.05483275856550795,3.9137567294075893e-85,0.8003208263860638,0.0
195,longitude,concat_comments_subjectivity,booked_up_target,0.053705237013913394,1.9772293974764567e-55,0.09057324079234452,9.441376768393284e-285,0.07094443584457692,1.922848046607934e-95
688,security_deposit,availability_30,booked_up_target,0.05333182588937675,8.627527319788087e-100,-0.12932632736775485,0.0,-0.42164402061973216,0.0
466,host_response_rate,cleaning_fee,booked_up_target,0.05281577334481906,5.740636896801511e-43,0.05687099554886183,1.5078495060686141e-49,-0.2349468508731146,0.0
129,latitude,reviews_per_month,booked_up_target,0.05249961718210928,2.7033049394196384e-80,-0.02730292737089639,1.9950442431905413e-27,-0.2668351808338874,0.0
323,DaysPassed_last_review,review_scores_rating,booked_up_target,0.05243978965090765,4.0229218962983455e-78,0.32440865324759716,0.0,0.10938167860611937,0.0
143,latitude,cleaning_fee,booked_up_target,0.05056709791833496,6.797795122326368e-90,-0.02730292737089639,1.9950442431905413e-27,-0.2349468508731146,0.0
572,bathrooms,extra_people,booked_up_target,0.05052297625145172,1.2901990993940687e-89,-0.028514003251293062,1.0051441188790907e-29,-0.1755546907458696,0.0
832,review_scores_accuracy,num_of_booked_days_in_previous_period,booked_up_target,0.04999218156816338,4.575560576498557e-71,0.05483275856550795,3.9137567294075893e-85,0.6210093570040095,0.0
464,host_response_rate,monthly_price,booked_up_target,0.04991715973884829,3.426459223840971e-06,0.05687099554886183,1.5078495060686141e-49,-0.19150651222022122,3.0437457760240204e-153
205,price,host_response_rate,booked_up_target,0.0498902452557034,1.60527183197805e-38,-0.2053554322527973,0.0,0.05687099554886183,1.5078495060686141e-49
198,price,minimum_nights,booked_up_target,0.049291547344737854,1.6620303698377995e-85,-0.2053554322527973,0.0,-0.01939781383557405,1.2798160805315371e-14
854,review_scores_communication,target_num_of_booked_days,booked_up_target,0.04908829796545342,1.439434197068019e-68,0.051294711507698695,1.0441928544136766e-74,0.8003208263860638,0.0
80,occupancy_last_period,concat_comments_subjectivity,booked_up_target,0.04897386546521413,2.200849446957404e-46,0.6967989683315049,0.0,0.07094443584457692,1.922848046607934e-95
467,host_response_rate,guests_included,booked_up_target,0.04878508923939044,6.6036412103393945e-37,0.05687099554886183,1.5078495060686141e-49,-0.13652558379294602,0.0
703,cleaning_fee,maximum_nights,booked_up_target,0.04808256849457038,1.8898488994384194e-81,-0.2349468508731146,0.0,-0.071078975527342,6.683007734092576e-176
434,DaysPassed_host_since,beds,booked_up_target,0.04794816630194007,8.96672968641072e-81,-0.07963508153886854,3.716141030266451e-220,-0.15576478758208406,0.0
262,minimum_nights,review_scores_value,booked_up_target,0.04663968284314704,5.1589932288449615e-62,-0.01939781383557405,1.2798160805315371e-14,0.1259661355614989,0.0
460,host_response_rate,accommodates,booked_up_target,0.04652919368085307,1.007933170902446e-33,0.05687099554886183,1.5078495060686141e-49,-0.13816239372347494,0.0
136,latitude,accommodates,booked_up_target,0.04594609976078108,1.5763830541052768e-74,-0.02730292737089639,1.9950442431905413e-27,-0.13816239372347494,0.0
615,beds,maximum_nights,booked_up_target,0.045731977851273274,1.003886375604143e-73,-0.15576478758208406,0.0,-0.071078975527342,6.683007734092576e-176
168,longitude,DaysPassed_host_since,booked_up_target,0.045712999064898036,1.0392616237270812e-73,0.09057324079234452,9.441376768393284e-285,-0.07963508153886854,3.716141030266451e-220
758,maximum_nights,size,booked_up_target,0.045543342554999845,7.232812861790054e-36,-0.071078975527342,6.683007734092576e-176,-0.10974459044601913,2.1892161157596222e-200
243,minimum_nights,beds,booked_up_target,0.04552476141229689,4.4881072956932817e-73,-0.01939781383557405,1.2798160805315371e-14,-0.15576478758208406,0.0
46,occupancy_last_period,minimum_nights,booked_up_target,0.04539981557126824,8.259742028971126e-73,0.6967989683315049,0.0,-0.01939781383557405,1.2798160805315371e-14
645,square_feet,target_num_of_booked_days,booked_up_target,0.04514267589738757,0.011648532652763688,0.03708732291931967,0.038253134916969994,0.8003208263860638,0.0
461,host_response_rate,beds,booked_up_target,0.044937340951449904,1.7397903859778561e-31,0.05687099554886183,1.5078495060686141e-49,-0.15576478758208406,0.0
875,concat_comments_subjectivity,num_of_booked_days_in_previous_period,booked_up_target,0.044877220995250065,3.199415811221341e-39,0.07094443584457692,1.922848046607934e-95,0.6210093570040095,0.0
257,minimum_nights,review_scores_accuracy,booked_up_target,0.0447167143930357,3.269168013644053e-57,-0.01939781383557405,1.2798160805315371e-14,0.05483275856550795,3.9137567294075893e-85
855,review_scores_communication,num_of_booked_days_in_previous_period,booked_up_target,0.04462100078448805,5.804205449652557e-57,0.051294711507698695,1.0441928544136766e-74,0.6210093570040095,0.0
60,occupancy_last_period,square_feet,booked_up_target,0.044572322054892026,0.012748714288456364,0.6967989683315049,0.0,0.03708732291931967,0.038253134916969994
362,reviews_per_month,size,booked_up_target,0.04443960788806625,2.0072754183733365e-29,-0.2668351808338874,0.0,-0.10974459044601913,2.1892161157596222e-200
646,square_feet,num_of_booked_days_in_previous_period,booked_up_target,0.04421822725107973,0.013477109168381624,0.03708732291931967,0.038253134916969994,0.6210093570040095,0.0
307,DaysPassed_last_review,zipcode,booked_up_target,0.04396491773372684,2.5745934080032706e-55,0.32440865324759716,0.0,0.019398138854667457,3.11482309805623e-14
399,availability_365,DaysPassed_host_since,booked_up_target,0.04375766087661704,1.090688734269321e-67,-0.7883671841456359,0.0,-0.07963508153886854,3.716141030266451e-220
597,bedrooms,availability_90,booked_up_target,0.04364702103288885,2.224721923621674e-67,-0.07061960733809783,1.6117754842671819e-173,-0.5596518136286611,0.0
676,monthly_price,review_scores_accuracy,booked_up_target,0.042678466334753175,4.679392972357728e-08,-0.19150651222022122,3.0437457760240204e-153,0.05483275856550795,3.9137567294075893e-85
276,number_of_reviews,bedrooms,booked_up_target,0.04258849612112438,3.092370505829504e-64,-0.2729557845542424,0.0,-0.07061960733809783,1.6117754842671819e-173
39,target_avg_dollar_price_in_period,target_num_of_day_in_period,booked_up_target,0.04179296847989155,1.916923524921644e-18,,,0.09531868682969963,0.0
596,bedrooms,availability_60,booked_up_target,0.04148730915590266,4.768222719884638e-61,-0.07061960733809783,1.6117754842671819e-173,-0.4970063557162694,0.0
40,target_avg_dollar_price_in_period,num_of_day_in_previous_period,booked_up_target,0.04135718618212751,4.297338612736728e-18,,,0.10664838956162437,0.0
569,bathrooms,security_deposit,booked_up_target,0.04101540288565731,1.1352054707940996e-59,-0.028514003251293062,1.0051441188790907e-29,-0.12932632736775485,0.0
261,minimum_nights,review_scores_location,booked_up_target,0.040663416744047914,1.4352115802175888e-47,-0.01939781383557405,1.2798160805315371e-14,0.0325555520224436,4.227559708986262e-31
837,review_scores_cleanliness,size,booked_up_target,0.04012120781766144,8.522400653282226e-24,-0.03818798720697684,3.342329599585784e-42,-0.10974459044601913,2.1892161157596222e-200
73,occupancy_last_period,review_scores_accuracy,booked_up_target,0.04009123361808539,2.489053739876486e-46,0.6967989683315049,0.0,0.05483275856550795,3.9137567294075893e-85
528,zipcode,review_scores_checkin,booked_up_target,0.03990638843311281,1.1946391395400318e-44,0.019398138854667457,3.11482309805623e-14,0.01783128387574471,2.139428127363775e-10
55,occupancy_last_period,zipcode,booked_up_target,0.039003890406267845,1.1651034000140303e-52,0.6967989683315049,0.0,0.019398138854667457,3.11482309805623e-14
534,zipcode,concat_comments_subjectivity,booked_up_target,0.038367322422937424,2.905905473892297e-28,0.019398138854667457,3.11482309805623e-14,0.07094443584457692,1.922848046607934e-95
656,weekly_price,review_scores_rating,booked_up_target,0.03801626682750407,1.4122807492453947e-08,-0.18314289538626416,3.6048812875063117e-193,0.10938167860611937,0.0
531,zipcode,review_scores_value,booked_up_target,0.036815998915391446,3.0080081009844537e-38,0.019398138854667457,3.11482309805623e-14,0.1259661355614989,0.0
857,review_scores_location,size,booked_up_target,0.03605509456312077,1.656712897230219e-19,0.0325555520224436,4.227559708986262e-31,-0.10974459044601913,2.1892161157596222e-200
75,occupancy_last_period,review_scores_communication,booked_up_target,0.035643838505982565,5.67414468539208e-37,0.6967989683315049,0.0,0.051294711507698695,1.0441928544136766e-74
131,latitude,availability_365,booked_up_target,0.03523304110648746,1.4929155075129765e-44,-0.02730292737089639,1.9950442431905413e-27,-0.7883671841456359,0.0
144,latitude,guests_included,booked_up_target,0.03508843093605825,3.348328720886612e-44,-0.02730292737089639,1.9950442431905413e-27,-0.13652558379294602,0.0
710,cleaning_fee,review_scores_location,booked_up_target,0.03500662831828352,1.0677602077452661e-35,-0.2349468508731146,0.0,0.0325555520224436,4.227559708986262e-31
356,reviews_per_month,review_scores_accuracy,booked_up_target,0.034692081947925606,4.0329225202425497e-35,-0.2668351808338874,0.0,0.05483275856550795,3.9137567294075893e-85
147,latitude,availability_60,booked_up_target,0.03451425234303005,8.008153180752364e-43,-0.02730292737089639,1.9950442431905413e-27,-0.4970063557162694,0.0
249,minimum_nights,guests_included,booked_up_target,0.033976799340320434,1.4914338398111072e-41,-0.01939781383557405,1.2798160805315371e-14,-0.13652558379294602,0.0
266,minimum_nights,num_of_booked_days_in_previous_period,booked_up_target,0.0337320989726076,5.563061561558994e-41,-0.01939781383557405,1.2798160805315371e-14,0.6210093570040095,0.0
127,latitude,number_of_reviews,booked_up_target,0.03349785841733184,1.9442300003220864e-40,-0.02730292737089639,1.9950442431905413e-27,-0.2729557845542424,0.0
414,availability_365,maximum_nights,booked_up_target,0.032332279141242544,8.650992815919878e-38,-0.7883671841456359,0.0,-0.071078975527342,6.683007734092576e-176
358,reviews_per_month,review_scores_checkin,booked_up_target,0.03168252899510525,1.5330672659800264e-29,-0.2668351808338874,0.0,0.01783128387574471,2.139428127363775e-10
146,latitude,availability_30,booked_up_target,0.02939515446209182,1.5801848173357795e-31,-0.02730292737089639,1.9950442431905413e-27,-0.42164402061973216,0.0
860,review_scores_location,target_num_of_booked_days,booked_up_target,0.029321456905212553,1.5420889938143377e-25,0.0325555520224436,4.227559708986262e-31,0.8003208263860638,0.0
187,longitude,review_scores_rating,booked_up_target,0.028534342870045196,2.526977511219983e-24,0.09057324079234452,9.441376768393284e-285,0.10938167860611937,0.0
139,latitude,beds,booked_up_target,0.028380425225094617,1.881350114028801e-29,-0.02730292737089639,1.9950442431905413e-27,-0.15576478758208406,0.0
148,latitude,availability_90,booked_up_target,0.02832725376080524,2.134731132932855e-29,-0.02730292737089639,1.9950442431905413e-27,-0.5596518136286611,0.0
575,bathrooms,availability_60,booked_up_target,0.0275852150178615,6.329303718903317e-28,-0.028514003251293062,1.0051441188790907e-29,-0.4970063557162694,0.0
576,bathrooms,availability_90,booked_up_target,0.027566484622206767,6.871219515454462e-28,-0.028514003251293062,1.0051441188790907e-29,-0.5596518136286611,0.0
529,zipcode,review_scores_communication,booked_up_target,0.027529104404682373,3.9406628069871367e-22,0.019398138854667457,3.11482309805623e-14,0.051294711507698695,1.0441928544136766e-74
5,target_avg_dollar_price_in_period,number_of_reviews,booked_up_target,0.026742962267244583,2.078607186104552e-08,,,-0.2729557845542424,0.0
600,bedrooms,review_scores_cleanliness,booked_up_target,0.026679460547501983,1.9762892502167453e-21,-0.07061960733809783,1.6117754842671819e-173,-0.03818798720697684,3.342329599585784e-42
404,availability_365,bathrooms,booked_up_target,0.02658788803301392,4.654418959594665e-26,-0.7883671841456359,0.0,-0.028514003251293062,1.0051441188790907e-29
10,target_avg_dollar_price_in_period,DaysPassed_host_since,booked_up_target,0.02647135239514638,2.890608726705954e-08,,,-0.07963508153886854,3.716141030266451e-220
142,latitude,security_deposit,booked_up_target,0.026454759779676724,7.542935384791375e-26,-0.02730292737089639,1.9950442431905413e-27,-0.12932632736775485,0.0
659,weekly_price,review_scores_communication,booked_up_target,0.026292631835272244,8.939570720636929e-05,-0.18314289538626416,3.6048812875063117e-193,0.051294711507698695,1.0441928544136766e-74
657,weekly_price,review_scores_accuracy,booked_up_target,0.02624865086434942,9.209252370185265e-05,-0.18314289538626416,3.6048812875063117e-193,0.05483275856550795,3.9137567294075893e-85
595,bedrooms,availability_30,booked_up_target,0.02564314250856227,2.2878836750955453e-24,-0.07061960733809783,1.6117754842671819e-173,-0.42164402061973216,0.0
594,bedrooms,maximum_nights,booked_up_target,0.02536878970000761,6.977431693449564e-24,-0.07061960733809783,1.6117754842671819e-173,-0.071078975527342,6.683007734092576e-176
192,longitude,review_scores_value,booked_up_target,0.025342508873500088,1.776594456991339e-19,0.09057324079234452,9.441376768393284e-285,0.1259661355614989,0.0
454,DaysPassed_host_since,concat_comments_polarity,booked_up_target,0.02448253557436169,9.25313446185436e-13,-0.07963508153886854,3.716141030266451e-220,0.07982707713741456,2.124127262894911e-120
577,bathrooms,review_scores_rating,booked_up_target,0.02443141280089302,3.1289022351459013e-18,-0.028514003251293062,1.0051441188790907e-29,0.10938167860611937,0.0
451,DaysPassed_host_since,review_scores_location,booked_up_target,0.024418250728701227,3.474605044209125e-18,-0.07963508153886854,3.716141030266451e-220,0.0325555520224436,4.227559708986262e-31
675,monthly_price,review_scores_rating,booked_up_target,0.024356301437181548,0.001807808881169241,-0.19150651222022122,3.0437457760240204e-153,0.10938167860611937,0.0
573,bathrooms,maximum_nights,booked_up_target,0.02413399646113149,9.384851126630132e-22,-0.028514003251293062,1.0051441188790907e-29,-0.071078975527342,6.683007734092576e-176
359,reviews_per_month,review_scores_communication,booked_up_target,0.02378020970558207,2.3789619256554324e-17,-0.2668351808338874,0.0,0.051294711507698695,1.0441928544136766e-74
360,reviews_per_month,review_scores_location,booked_up_target,0.02345732652662284,6.513865477353182e-17,-0.2668351808338874,0.0,0.0325555520224436,4.227559708986262e-31
260,minimum_nights,review_scores_communication,booked_up_target,0.02333741480058388,9.114415222413662e-17,-0.01939781383557405,1.2798160805315371e-14,0.051294711507698695,1.0441928544136766e-74
258,minimum_nights,review_scores_cleanliness,booked_up_target,0.02326211722971041,1.1272564891714965e-16,-0.01939781383557405,1.2798160805315371e-14,-0.03818798720697684,3.342329599585784e-42
468,host_response_rate,extra_people,booked_up_target,0.02319257978889589,1.6322498965409772e-09,0.05687099554886183,1.5078495060686141e-49,-0.1755546907458696,0.0
742,extra_people,review_scores_cleanliness,booked_up_target,0.022880539864477512,3.5056533851829735e-16,-0.1755546907458696,0.0,-0.03818798720697684,3.342329599585784e-42
526,zipcode,review_scores_rating,booked_up_target,0.02237679315379882,3.614705636564255e-15,0.019398138854667457,3.11482309805623e-14,0.10938167860611937,0.0
241,minimum_nights,bathrooms,booked_up_target,0.022229230355784134,1.0762376916889447e-18,-0.01939781383557405,1.2798160805315371e-14,-0.028514003251293062,1.0051441188790907e-29
134,latitude,host_total_listings_count,booked_up_target,0.02201116660032552,2.301450109606399e-18,-0.02730292737089639,1.9950442431905413e-27,-0.2675121518317726,0.0
130,latitude,calculated_host_listings_count,booked_up_target,0.022001493926843262,2.277150593865437e-18,-0.02730292737089639,1.9950442431905413e-27,-0.26858612155055434,0.0
458,host_response_rate,host_total_listings_count,booked_up_target,0.021975293083511635,1.1027430470753314e-08,0.05687099554886183,1.5078495060686141e-49,-0.2675121518317726,0.0
861,review_scores_location,num_of_booked_days_in_previous_period,booked_up_target,0.021491280586318356,1.9323067867380775e-14,0.0325555520224436,4.227559708986262e-31,0.6210093570040095,0.0
363,reviews_per_month,concat_comments_subjectivity,booked_up_target,0.02078772169073412,1.3056508668130142e-09,-0.2668351808338874,0.0,0.07094443584457692,1.922848046607934e-95
867,size,concat_comments_polarity,booked_up_target,0.02048231631540158,2.2553699920635212e-05,-0.10974459044601913,2.1892161157596222e-200,0.07982707713741456,2.124127262894911e-120
848,review_scores_checkin,target_num_of_booked_days,booked_up_target,0.020414148248878137,3.565613254665217e-13,0.01783128387574471,2.139428127363775e-10,0.8003208263860638,0.0
574,bathrooms,availability_30,booked_up_target,0.01998479290803078,2.0969541237273397e-15,-0.028514003251293062,1.0051441188790907e-29,-0.42164402061973216,0.0
386,calculated_host_listings_count,DaysPassed_first_review,booked_up_target,0.019858057107606266,7.316615817745737e-13,-0.26858612155055434,0.0,-0.10428161991573853,0.0
536,zipcode,num_of_booked_days_in_previous_period,booked_up_target,0.01934244246084584,3.685129398296115e-14,0.019398138854667457,3.11482309805623e-14,0.6210093570040095,0.0
449,DaysPassed_host_since,review_scores_cleanliness,booked_up_target,0.019099391850560934,1.0159273865784317e-11,-0.07963508153886854,3.716141030266451e-220,-0.03818798720697684,3.342329599585784e-42
450,DaysPassed_host_since,review_scores_communication,booked_up_target,0.018173021078148954,9.614038619140226e-11,-0.07963508153886854,3.716141030266451e-220,0.051294711507698695,1.0441928544136766e-74
29,target_avg_dollar_price_in_period,DaysPassed_first_review,booked_up_target,0.01805565017426045,0.0003947151146428681,,,-0.10428161991573853,0.0
432,DaysPassed_host_since,bathrooms,booked_up_target,0.017572108300892807,3.096632553113973e-12,-0.07963508153886854,3.716141030266451e-220,-0.028514003251293062,1.0051441188790907e-29
687,security_deposit,maximum_nights,booked_up_target,0.017494312563393073,3.6184509484185526e-12,-0.12932632736775485,0.0,-0.071078975527342,6.683007734092576e-176
670,monthly_price,maximum_nights,booked_up_target,0.016848582381901015,0.021524712884564853,-0.19150651222022122,3.0437457760240204e-153,-0.071078975527342,6.683007734092576e-176
230,price,concat_comments_polarity,booked_up_target,0.016753177221574777,1.0131285595770535e-06,-0.2053554322527973,0.0,0.07982707713741456,2.124127262894911e-120
329,DaysPassed_last_review,review_scores_value,booked_up_target,0.016639811036931167,3.1028170373509014e-09,0.32440865324759716,0.0,0.1259661355614989,0.0
292,number_of_reviews,review_scores_cleanliness,booked_up_target,0.016407837532203505,4.995933128521248e-09,-0.2729557845542424,0.0,-0.03818798720697684,3.342329599585784e-42
226,price,review_scores_communication,booked_up_target,0.016229535873815457,7.353677393658387e-09,-0.2053554322527973,0.0,0.051294711507698695,1.0441928544136766e-74
145,latitude,extra_people,booked_up_target,0.01594611354841812,2.3568615001939656e-10,-0.02730292737089639,1.9950442431905413e-27,-0.1755546907458696,0.0
368,calculated_host_listings_count,host_response_rate,booked_up_target,0.015905887665565718,3.538968604697121e-05,-0.26858612155055434,0.0,0.05687099554886183,1.5078495060686141e-49
186,longitude,DaysPassed_first_review,booked_up_target,0.01529544626325104,3.294907142314598e-08,0.09057324079234452,9.441376768393284e-285,-0.10428161991573853,0.0
89,avg_dollar_price_in_previous_period,number_of_reviews,booked_up_target,0.014887301818186293,3.096617389159149e-05,-0.12045325898102326,7.034347248564516e-251,-0.2729557845542424,0.0
465,host_response_rate,security_deposit,booked_up_target,0.014547382636388767,0.0001553099576545328,0.05687099554886183,1.5078495060686141e-49,-0.12932632736775485,0.0
